NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE
2902;(6PF) Facilities Management Division;6;760451;4;1;03/01/2007 00.00;31/01/2007 00.00;05/02/2007 00.00;26/02/2007 00.00;27/02/2007 11.49
2903;(7P) Office of the Assist. Regional Administrator- PBS;7;770454;3;1;01/02/2007 00.00;16/02/2007 00.00;20/02/2007 00.00;06/03/2007 00.00;19/03/2007 15.38
2904;*(6F) Office of Asst. Reg Admin- FSS (ABOLISHED);6;760579;6;2;20/02/2007 00.00;27/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;14/03/2007 08.53
2905;*(6F) Office of Asst. Reg Admin- FSS (ABOLISHED);6;760579;6;2;20/02/2007 00.00;27/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;14/03/2007 08.53
2906;*(6F) Office of Asst. Reg Admin- FSS (ABOLISHED);6;760564;3;1;20/02/2007 00.00;26/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;19/03/2007 14.59
2907;*(6F) Office of Asst. Reg Admin- FSS (ABOLISHED);6;760564;3;1;20/02/2007 00.00;26/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;19/03/2007 15.12
2908;*(6F) Office of Asst. Reg Admin- FSS (ABOLISHED);6;760564;3;1;20/02/2007 00.00;26/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;29/03/2007 13.43
2909;(WPZ) Triangle Services Center;N;WPZ078MP07;13;1;26/01/2007 00.00;08/02/2007 00.00;13/02/2007 00.00;27/02/2007 00.00;02/03/2007 12.37
2910;*(6BCE) External Services Division (ABOLISHED);6;760634;5;1;08/03/2007 00.00;09/03/2007 00.00;12/03/2007 00.00;21/03/2007 00.00;22/03/2007 15.55
2911;(7P) Office of the Assist. Regional Administrator- PBS;7;770464;4;1;01/02/2007 00.00;21/02/2007 00.00;22/02/2007 00.00;08/03/2007 00.00;19/03/2007 15.16
2912;(2P) Office of Asst Regional Administrator- PBS;2;720141;30;2;12/01/2007 00.00;12/01/2007 00.00;16/01/2007 00.00;29/01/2007 00.00;02/02/2007 11.45
2913;(2P) Office of Asst Regional Administrator- PBS;2;720141;30;2;12/01/2007 00.00;12/01/2007 00.00;16/01/2007 00.00;29/01/2007 00.00;02/02/2007 11.45
2914;(3PA) Office of the Deputy ARA- Operations Support Staff;3;0730009LCMP;9;1;31/01/2007 00.00;23/02/2007 00.00;26/02/2007 00.00;07/03/2007 00.00;19/03/2007 12.49
2915;(6PF) Facilities Management Division;6;760649;6;1;13/03/2007 00.00;15/03/2007 00.00;16/03/2007 00.00;29/03/2007 00.00;30/03/2007 14.12
2916;Central Office;CO;070012021MP;1;1;02/02/2007 00.00;02/02/2007 00.00;30/03/2007 00.00;09/04/2007 00.00;12/04/2007 15.31
2917;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;770491;6;1;05/03/2007 00.00;06/03/2007 00.00;07/03/2007 00.00;21/03/2007 00.00;04/04/2007 19.45
2918;(WPZ) Triangle Services Center;N;WPZ142DE06;56;2;23/06/2006 00.00;23/06/2006 00.00;19/07/2006 00.00;09/08/2006 00.00;21/12/2006 13.15
2919;(WPZ) Triangle Services Center;N;WPZ142DE06;56;2;23/06/2006 00.00;23/06/2006 00.00;19/07/2006 00.00;09/08/2006 00.00;08/01/2007 10.09
2920;(WPZ) Triangle Services Center;N;WPZ142DE06;56;2;23/06/2006 00.00;23/06/2006 00.00;19/07/2006 00.00;09/08/2006 00.00;21/12/2006 13.15
2921;(WPZ) Triangle Services Center;N;WPZ142DE06;56;2;23/06/2006 00.00;23/06/2006 00.00;19/07/2006 00.00;09/08/2006 00.00;08/01/2007 10.09
2922;*(FFF) GSA Fleet (ABOLISHED);CO;070007122MP;39;2;19/01/2007 00.00;19/01/2007 00.00;25/01/2007 00.00;07/02/2007 00.00;09/02/2007 16.30
2923;*(FFF) GSA Fleet (ABOLISHED);CO;070007122MP;39;2;19/01/2007 00.00;19/01/2007 00.00;25/01/2007 00.00;07/02/2007 00.00;09/02/2007 16.30
2924;*(FLI) Information Systems Mgmt Ctr (ABOLISHED);CO;070011322MP;1;1;09/03/2007 00.00;09/03/2007 00.00;14/03/2007 00.00;27/03/2007 00.00;29/03/2007 07.55
2925;(C) Office of the Chief Human Capital Officer;CO;070006226MP;25;1;03/01/2007 00.00;03/01/2007 00.00;19/01/2007 00.00;01/02/2007 00.00;08/02/2007 11.14
2926;(C) Office of the Chief Human Capital Officer;CO;070006226MP;25;1;03/01/2007 00.00;03/01/2007 00.00;19/01/2007 00.00;01/02/2007 00.00;26/02/2007 12.34
2927;(WPD) Metropolitan Services Division;N;WPD031DE07;31;1;12/12/2006 00.00;12/12/2006 00.00;17/01/2007 00.00;30/01/2007 00.00;08/02/2007 09.27
2928;(WPD) Metropolitan Services Division;N;WPD031DE07;31;1;12/12/2006 00.00;12/12/2006 00.00;17/01/2007 00.00;30/01/2007 00.00;16/02/2007 09.49
2929;National Capital Region (NCR);N;WAL089MP07;10;1;16/02/2007 00.00;16/02/2007 00.00;21/02/2007 00.00;07/03/2007 00.00;14/03/2007 08.35
2930;National Capital Region (NCR);N;WAL089MP07;10;1;16/02/2007 00.00;16/02/2007 00.00;21/02/2007 00.00;07/03/2007 00.00;14/03/2007 15.04
2931;National Capital Region (NCR);N;WAL089MP07;10;1;16/02/2007 00.00;16/02/2007 00.00;21/02/2007 00.00;07/03/2007 00.00;14/03/2007 15.08
2932;(1PC) Property Development Division;1;710075;44;3;29/11/2006 00.00;29/11/2006 00.00;30/11/2006 00.00;13/12/2006 00.00;28/12/2006 17.10
2933;(1PC) Property Development Division;1;710075;44;3;29/11/2006 00.00;29/11/2006 00.00;30/11/2006 00.00;13/12/2006 00.00;28/12/2006 17.10
2934;(1PC) Property Development Division;1;710075;44;3;29/11/2006 00.00;29/11/2006 00.00;30/11/2006 00.00;13/12/2006 00.00;28/12/2006 17.10
2935;(1PC) Property Development Division;1;710075;44;3;29/11/2006 00.00;29/11/2006 00.00;30/11/2006 00.00;13/12/2006 00.00;28/12/2006 17.10
2936;(9PF) San Francisco Service Center;9;790776;10;1;31/01/2007 00.00;08/02/2007 00.00;12/02/2007 00.00;26/02/2007 00.00;27/02/2007 13.33
2937;(6P) Office of the Assist. Regl Administrator- PBS;6;760429;104;1;28/12/2007 00.00;19/01/2007 00.00;24/01/2007 00.00;08/02/2007 00.00;16/02/2007 14.38
2938;(6P) Office of the Assist. Regl Administrator- PBS;6;760429;104;1;28/12/2007 00.00;19/01/2007 00.00;24/01/2007 00.00;08/02/2007 00.00;16/02/2007 14.42
2939;(WPD) Metropolitan Services Division;N;WPD031MP07;12;1;12/12/2006 00.00;12/12/2006 00.00;17/01/2007 00.00;30/01/2007 00.00;16/02/2007 09.45
2940;(PF) PBS/Office of Budget & Financial Management;CO;070008703MP;19;2;16/02/2007 00.00;16/02/2007 00.00;20/02/2007 00.00;05/03/2007 00.00;07/03/2007 16.19
2941;(PG) PBS/Office of Organizational Resources;CO;070010303MP;8;1;05/03/2007 00.00;05/03/2007 00.00;06/03/2007 00.00;19/03/2007 00.00;21/03/2007 16.07
2942;(PF) PBS/Office of Budget & Financial Management;CO;070008703MP;19;2;16/02/2007 00.00;16/02/2007 00.00;20/02/2007 00.00;05/03/2007 00.00;07/03/2007 16.19
2943;(JA-4) Atlanta- GA Field Audit Office;J;JA-4-07-01MP;18;1;13/02/2007 00.00;23/02/2007 00.00;27/02/2007 00.00;12/03/2007 00.00;22/03/2007 14.07
2944;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;070010803MP;25;1;14/03/2007 00.00;14/03/2007 00.00;15/03/2007 00.00;28/03/2007 00.00;02/04/2007 18.12
2945;(P) PBS/Office of the Commissioner;CO;070014603MP;2;1;04/04/2007 00.00;04/04/2007 00.00;05/04/2007 00.00;11/04/2007 00.00;12/04/2007 17.13
2946;(P) PBS/Office of the Commissioner;CO;070014103MP;2;1;04/04/2007 00.00;04/04/2007 00.00;05/04/2007 00.00;11/04/2007 00.00;12/04/2007 17.29
2947;* (MP) Office of Real Property-ABOLISHED;CO;070011926MP;7;1;14/03/2007 00.00;14/03/2007 00.00;26/03/2007 00.00;06/04/2007 00.00;17/04/2007 09.19
2948;(P) PBS/Office of the Commissioner;CO;070014203MP;2;1;04/04/2007 00.00;04/04/2007 00.00;05/04/2007 00.00;11/04/2007 00.00;12/04/2007 18.00
2949;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;070013103MP;24;2;30/03/2007 00.00;30/03/2007 00.00;02/04/2007 00.00;13/04/2007 00.00;17/04/2007 17.50
2950;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;070013103MP;24;2;30/03/2007 00.00;30/03/2007 00.00;02/04/2007 00.00;13/04/2007 00.00;17/04/2007 17.50
2951;(JA-3) Philadelphia- PA Field Audit Office;J;JA-3-07-10MP;1;1;05/04/2007 00.00;10/04/2007 00.00;11/04/2007 00.00;24/04/2007 00.00;25/04/2007 09.28
2952;(JP) Office of Administration;J;JP-07-08MP;24;1;27/02/2007 00.00;27/02/2007 00.00;28/02/2007 00.00;07/03/2007 00.00;09/03/2007 16.22
2953;Region 03 - Mid-Atlantic Region;3;0730015DLMP;2;1;12/03/2007 00.00;12/03/2007 00.00;19/03/2007 00.00;30/03/2007 00.00;03/04/2007 08.43
2954;(JA) Office of Audits;J;JAS-07-08MP;4;1;19/03/2007 00.00;11/04/2007 00.00;11/04/2007 00.00;25/04/2007 00.00;26/04/2007 09.16
2955;(6PT) Portfolio Management Division;6;760669;1;1;05/04/2007 00.00;11/04/2007 00.00;13/04/2007 00.00;26/04/2007 00.00;27/04/2007 09.57
2956;(WPZ) Triangle Services Center;N;WPZ005DE07;39;1;05/10/2006 00.00;05/10/2006 00.00;16/10/2006 00.00;30/10/2006 00.00;17/11/2006 10.18
2957;(WPZ) Triangle Services Center;N;WPZ005DE07;39;1;05/10/2006 00.00;05/10/2006 00.00;16/10/2006 00.00;30/10/2006 00.00;17/11/2006 10.18
2958;(6PC) Project Management Division;6;DE-15-07;49;1;30/01/2007 00.00;07/02/2007 00.00;09/02/2007 00.00;02/03/2007 00.00;06/03/2007 11.47
2959;(6PF) Facilities Management Division;6;760599;18;1;20/02/2007 00.00;01/03/2007 00.00;06/03/2007 00.00;19/03/2007 00.00;20/03/2007 11.57
2960;*(FFAM) Customer Care- Mrktg & Sys Div(ABOLISHED);CO;070011722MP;5;1;14/03/2007 00.00;14/03/2007 00.00;02/04/2007 00.00;13/04/2007 00.00;17/04/2007 12.37
2961;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;070012622MP;3;1;22/03/2007 00.00;22/03/2007 00.00;26/03/2007 00.00;06/04/2007 00.00;10/04/2007 16.15
2962;*(FEM) Measures and Incentives Div (ABOLISHED);CO;070008222MP;3;1;26/02/2007 00.00;26/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;14/03/2007 11.16
2963;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.10
2964;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.10
2965;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.10
2966;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.14
2967;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.14
2968;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070007903MP;78;2;05/02/2007 00.00;05/02/2007 00.00;06/02/2007 00.00;20/02/2007 00.00;26/02/2007 17.14
2969;(2P) Office of Asst Regional Administrator- PBS;2;720331;40;1;24/01/2007 00.00;24/01/2007 00.00;25/01/2007 00.00;07/02/2007 00.00;12/02/2007 15.00
2970;(2P) Office of Asst Regional Administrator- PBS;2;720331;40;1;24/01/2007 00.00;24/01/2007 00.00;25/01/2007 00.00;07/02/2007 00.00;22/02/2007 08.19
2971;(5P) Office of the Assist. Regional Administrator- PBS;5;0750185MP;12;1;18/12/2006 00.00;18/12/2006 00.00;15/01/2007 00.00;29/01/2007 00.00;31/01/2007 11.04
2972;(PF) PBS/Office of Budget & Financial Management;CO;070008703MP;19;2;16/02/2007 00.00;16/02/2007 00.00;20/02/2007 00.00;05/03/2007 00.00;07/03/2007 16.17
2973;(PF) PBS/Office of Budget & Financial Management;CO;070008703MP;19;2;16/02/2007 00.00;16/02/2007 00.00;20/02/2007 00.00;05/03/2007 00.00;07/03/2007 16.17
2974;(2AR) Program Support & Human Resources Div;2;720231;72;1;18/12/2006 00.00;18/12/2006 00.00;19/12/2006 00.00;25/01/2007 00.00;06/02/2007 11.11
2975;(BB) Office of Budget;CO;070007721MP;37;2;31/01/2007 00.00;31/01/2007 00.00;06/02/2007 00.00;28/02/2007 00.00;09/03/2007 15.06
2976;(6PF) Facilities Management Division;6;760601;11;1;16/01/2007 00.00;01/03/2007 00.00;06/03/2007 00.00;20/03/2007 00.00;29/03/2007 10.28
2977;(JA-9) San Francisco- CA Field Audit Office;J;JA-9-07-05MP;5;1;07/02/2007 00.00;13/02/2007 00.00;14/02/2007 00.00;28/02/2007 00.00;02/03/2007 13.20
2978;(5P) Office of the Assist. Regional Administrator- PBS;5;0750235MP;18;2;19/12/2006 00.00;19/12/2006 00.00;17/01/2007 00.00;30/01/2007 00.00;31/01/2007 12.15
2979;(5P) Office of the Assist. Regional Administrator- PBS;5;0750235MP;18;2;19/12/2006 00.00;19/12/2006 00.00;17/01/2007 00.00;30/01/2007 00.00;31/01/2007 12.15
2980;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2981;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2982;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2983;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2984;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2985;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;760291;25;3;06/12/2006 00.00;20/12/2006 00.00;29/12/2006 00.00;28/03/2007 00.00;03/04/2007 12.10
2986;(B) Office of the Chief Financial Officer;CO;070009021MP;27;3;12/02/2007 00.00;12/02/2007 00.00;23/02/2007 00.00;15/03/2007 00.00;23/03/2007 11.02
2987;*(2FYB) Products Acquisition Div (ABOLISHED);2;720571;4;1;16/03/2007 00.00;16/03/2007 00.00;19/03/2007 00.00;30/03/2007 00.00;11/04/2007 15.52
2988;(2P) Office of Asst Regional Administrator- PBS;2;720621;2;1;04/04/2007 00.00;04/04/2007 00.00;05/04/2007 00.00;18/04/2007 00.00;19/04/2007 09.55
2989;(WP) Office of Asst. Regional Administrator- PBS;N;WP006DE07;55;3;14/09/2006 00.00;14/09/2006 00.00;12/01/2007 00.00;29/01/2007 00.00;07/02/2007 17.48
2990;(5PM1) N Illinois & NW Indiana PM Center;5;0750052DEU;17;1;24/10/2006 00.00;24/10/2006 00.00;30/10/2006 00.00;13/11/2006 00.00;15/11/2006 10.47
2991;(5PM2) Ohio Property Management Center;5;0750212DEU;30;1;18/12/2006 00.00;19/12/2006 00.00;02/01/2007 00.00;16/01/2007 00.00;29/01/2007 17.10
2992;(5PM2) Ohio Property Management Center;5;0750212DEU;30;1;18/12/2006 00.00;19/12/2006 00.00;02/01/2007 00.00;16/01/2007 00.00;07/02/2007 10.46
2993;(5PM2) Ohio Property Management Center;5;0750212DEU;30;1;18/12/2006 00.00;19/12/2006 00.00;02/01/2007 00.00;16/01/2007 00.00;29/01/2007 17.10
2994;(5PM2) Ohio Property Management Center;5;0750212DEU;30;1;18/12/2006 00.00;19/12/2006 00.00;02/01/2007 00.00;16/01/2007 00.00;07/02/2007 10.46
2995;(X) Office of Citizen Svcs & Communications;CO;070013826MP;15;1;28/03/2007 00.00;28/03/2007 00.00;04/04/2007 00.00;10/04/2007 00.00;18/04/2007 11.59
2996;(5PM1) N Illinois & NW Indiana PM Center;5;0750272DEU;15;1;22/01/2007 00.00;22/01/2007 00.00;24/01/2007 00.00;06/02/2007 00.00;13/02/2007 15.50
2997;(10PJ) Business Services Division;10;790560;9;1;27/12/2006 00.00;27/12/2006 00.00;08/01/2007 00.00;22/01/2007 00.00;23/01/2007 12.51
2998;(WPGW) White House Service Center;N;WPW069MP07;49;1;02/11/2006 00.00;07/02/2007 00.00;13/02/2007 00.00;27/02/2007 00.00;13/03/2007 10.18
2999;(2P) Office of Asst Regional Administrator- PBS;2;720471;30;1;02/03/2007 00.00;02/03/2007 00.00;05/03/2007 00.00;16/03/2007 00.00;20/03/2007 15.29
3000;(2P) Office of Asst Regional Administrator- PBS;2;720471;30;1;02/03/2007 00.00;02/03/2007 00.00;05/03/2007 00.00;16/03/2007 00.00;20/03/2007 15.30
3001;(PG) PBS/Office of Organizational Resources;CO;070009603MP;11;1;21/02/2007 00.00;21/02/2007 00.00;22/02/2007 00.00;07/03/2007 00.00;08/03/2007 16.29
3002;(WPJ) DC Services Division;N;WPJ116DE07;22;3;08/03/2007 00.00;09/03/2007 00.00;09/03/2007 00.00;23/03/2007 00.00;29/03/2007 10.20
3003;(WPJ) DC Services Division;N;WPJ116DE07;22;3;08/03/2007 00.00;09/03/2007 00.00;09/03/2007 00.00;23/03/2007 00.00;30/03/2007 16.28
3004;(WPJ) DC Services Division;N;WPJ116DE07;22;3;08/03/2007 00.00;09/03/2007 00.00;09/03/2007 00.00;23/03/2007 00.00;01/04/2007 12.40
3005;*(TCF) Financial Management Ctr (ABOLISHED);CO;070010419MP;1;1;23/03/2007 00.00;23/03/2007 00.00;27/03/2007 00.00;13/04/2007 00.00;18/04/2007 13.18
3006;*(4FX) Contract Management Div  (ABOLISHED);4;0740471A;12;1;20/03/2007 00.00;21/03/2007 00.00;12/04/2007 00.00;26/04/2007 00.00;02/05/2007 13.51
3007;(PG) PBS/Office of Organizational Resources;CO;070014503MP;13;1;10/04/2007 00.00;10/04/2007 00.00;11/04/2007 00.00;24/04/2007 00.00;25/04/2007 16.59
3008;(B) Office of the Chief Financial Officer;CO;070009021MP;27;3;12/02/2007 00.00;12/02/2007 00.00;23/02/2007 00.00;15/03/2007 00.00;23/03/2007 11.02
3009;Region 03 - Mid-Atlantic Region;3;0730023DLMP;7;1;12/04/2007 00.00;12/04/2007 00.00;16/04/2007 00.00;27/04/2007 00.00;03/05/2007 15.43
3010;Region 03 - Mid-Atlantic Region;3;0730023DLMP;7;1;12/04/2007 00.00;12/04/2007 00.00;16/04/2007 00.00;27/04/2007 00.00;03/05/2007 15.45
3011;(WPN) Budget Division;N;WPN108MP07;48;2;28/02/2007 00.00;06/03/2007 00.00;09/03/2007 00.00;22/03/2007 00.00;04/04/2007 13.07
3012;(WPN) Budget Division;N;WPN108MP07;48;2;28/02/2007 00.00;06/03/2007 00.00;09/03/2007 00.00;22/03/2007 00.00;04/04/2007 13.07
3013;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;070015803MP;1;1;23/04/2007 00.00;23/04/2007 00.00;24/04/2007 00.00;30/04/2007 00.00;04/05/2007 14.26
3014;*(F) Office of the Commissioner- FSS (ABOLISHED);CO;070013522MP;5;1;29/03/2007 00.00;29/03/2007 00.00;09/04/2007 00.00;20/04/2007 00.00;23/04/2007 13.32
3015;*(FEB) Business Support Division (ABOLISHED);CO;070014922MP;5;1;02/04/2007 00.00;02/04/2007 00.00;09/04/2007 00.00;20/04/2007 00.00;23/04/2007 14.10
3016;Region 08 - Rocky Mountain Region;8;780071;6;1;23/02/2007 00.00;26/02/2007 00.00;27/02/2007 00.00;13/03/2007 00.00;05/04/2007 21.29
3017;(WPC) Property Management Division;N;WPC137MP07;4;2;28/03/2007 00.00;19/04/2007 00.00;19/04/2007 00.00;02/05/2007 00.00;08/05/2007 11.03
3018;(WPC) Property Management Division;N;WPC137MP07;4;2;28/03/2007 00.00;19/04/2007 00.00;19/04/2007 00.00;02/05/2007 00.00;08/05/2007 11.03
3019;(6PF) Facilities Management Division;6;760559;5;1;16/01/2007 00.00;22/02/2007 00.00;26/02/2007 00.00;09/03/2007 00.00;12/03/2007 09.50
3020;(XCC) Office of Federal Citizen Information Center;CO;070015726MP;3;1;09/04/2007 00.00;09/04/2007 00.00;23/04/2007 00.00;04/05/2007 00.00;15/05/2007 10.26
3021;*(1PB) Marketing Divison (ABOLISHED);1;710315;10;1;19/03/2007 00.00;19/03/2007 00.00;21/03/2007 00.00;03/04/2007 00.00;18/04/2007 16.51
3022;(7A) Ofc of the Regional Administrator;7;770741;5;1;09/04/2007 00.00;10/04/2007 00.00;11/04/2007 00.00;25/04/2007 00.00;04/05/2007 11.07
3023;General Services Administration Depts;CO;070017726MP;2;1;04/05/2007 00.00;04/05/2007 00.00;14/05/2007 00.00;18/05/2007 00.00;21/05/2007 08.50
3024;(7P) Office of the Assist. Regional Administrator- PBS;7;770641;3;1;28/03/2007 00.00;29/03/2007 00.00;30/03/2007 00.00;27/04/2007 00.00;30/04/2007 18.29
3025;*(9FS)Western Distribution Center (ABOLISHED);9;791331;1;1;01/05/2007 00.00;01/05/2007 00.00;10/05/2007 00.00;21/05/2007 00.00;22/05/2007 09.52
3026;*(FBA) Audit Division (ABOLISHED);CO;070015222MP;4;1;06/04/2007 00.00;06/04/2007 00.00;13/04/2007 00.00;26/04/2007 00.00;30/04/2007 09.48
3027;*(5TF) Ctr for Infor Techny Solutions (ABOLISHED);5;0750442MP;6;1;22/03/2007 00.00;22/03/2007 00.00;26/03/2007 00.00;02/04/2007 00.00;03/04/2007 13.49
3028;*(5TF) Ctr for Infor Techny Solutions (ABOLISHED);5;0750442MP;6;1;22/03/2007 00.00;22/03/2007 00.00;26/03/2007 00.00;02/04/2007 00.00;03/04/2007 13.49
3029;*(5TF) Ctr for Infor Techny Solutions (ABOLISHED);5;0750442MP;6;1;22/03/2007 00.00;22/03/2007 00.00;26/03/2007 00.00;02/04/2007 00.00;03/04/2007 13.49
3030;*(2FB) Fleet & Pers Prop Mgmt Div (ABOLISHED);2;720581;2;1;27/03/2007 00.00;27/03/2007 00.00;28/03/2007 00.00;17/04/2007 00.00;18/04/2007 11.26
3031;(WPJ) DC Services Division;N;WPJ129MP07;8;1;22/03/2007 00.00;02/04/2007 00.00;11/04/2007 00.00;24/04/2007 00.00;29/04/2007 16.06
3032;(WP) Office of Asst. Regional Administrator- PBS;N;WP006DE07;55;3;14/09/2006 00.00;14/09/2006 00.00;12/01/2007 00.00;29/01/2007 00.00;07/02/2007 17.48
3033;(1PK) Program Operations Division- North;1;DEU1 0710102;58;1;25/10/2006 00.00;25/10/2006 00.00;27/10/2006 00.00;09/11/2006 00.00;30/11/2006 08.48
3034;(1PK) Program Operations Division- North;1;DEU1 0710102;58;1;25/10/2006 00.00;25/10/2006 00.00;27/10/2006 00.00;09/11/2006 00.00;30/11/2006 09.24
3035;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;060004618DE;70;2;04/11/2005 00.00;02/12/2005 00.00;05/12/2005 00.00;16/12/2005 00.00;23/02/2007 15.12
3036;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;060004618DE;70;2;04/11/2005 00.00;02/12/2005 00.00;05/12/2005 00.00;16/12/2005 00.00;23/02/2007 15.12
3037;(8P) Office of the Assist. Regional Administrator- PBS;8;780031;80;1;22/12/2006 00.00;26/12/2006 00.00;26/12/2006 00.00;12/01/2007 00.00;10/02/2007 19.55
3038;(8P) Office of the Assist. Regional Administrator- PBS;8;780031;80;1;22/12/2006 00.00;26/12/2006 00.00;26/12/2006 00.00;12/01/2007 00.00;10/02/2007 19.55
3039;(8P) Office of the Assist. Regional Administrator- PBS;8;780031;80;1;22/12/2006 00.00;26/12/2006 00.00;26/12/2006 00.00;12/01/2007 00.00;10/02/2007 19.55
3040;(8P) Office of the Assist. Regional Administrator- PBS;8;780031;80;1;22/12/2006 00.00;26/12/2006 00.00;26/12/2006 00.00;12/01/2007 00.00;10/02/2007 19.55
3041;(10PZ3) Eastern Service Center;10;790870;32;1;26/02/2007 00.00;26/02/2007 00.00;28/02/2007 00.00;13/03/2007 00.00;20/03/2007 19.12
3042;(7P) Office of the Assist. Regional Administrator- PBS;7;770334;38;1;31/01/2007 00.00;01/02/2007 00.00;02/02/2007 00.00;02/03/2007 00.00;19/03/2007 16.02
3043;(5P) Office of the Assist. Regional Administrator- PBS;5;0750365MP;8;1;19/01/2007 00.00;26/02/2007 00.00;05/03/2007 00.00;16/03/2007 00.00;28/03/2007 17.31
3044;(10PZ1) Western Service Center;10;790981;7;1;13/03/2007 00.00;14/03/2007 00.00;15/03/2007 00.00;28/03/2007 00.00;04/04/2007 12.01
3045;(PG) PBS/Office of Organizational Resources;CO;070012203MP;13;1;27/03/2007 00.00;27/03/2007 00.00;28/03/2007 00.00;10/04/2007 00.00;12/04/2007 16.08
3046;(P) PBS/Office of the Commissioner;CO;070012403MP;33;1;27/03/2007 00.00;27/03/2007 00.00;28/03/2007 00.00;10/04/2007 00.00;11/04/2007 18.21
3047;(C) Office of the Chief Human Capital Officer;CO;070009926MP;13;1;26/02/2007 00.00;26/02/2007 00.00;01/03/2007 00.00;14/03/2007 00.00;22/03/2007 15.19
3048;(P) PBS/Office of the Commissioner;CO;070012403MP;33;1;27/03/2007 00.00;27/03/2007 00.00;28/03/2007 00.00;10/04/2007 00.00;11/04/2007 18.21
3049;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;070013103MP;24;2;30/03/2007 00.00;30/03/2007 00.00;02/04/2007 00.00;13/04/2007 00.00;17/04/2007 17.50
3050;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;070013103MP;24;2;30/03/2007 00.00;30/03/2007 00.00;02/04/2007 00.00;13/04/2007 00.00;17/04/2007 17.50
3051;*(5F) Office of the Assist. RA- FSS (ABOLISHED);5;0750505MP;1;1;24/04/2007 00.00;24/04/2007 00.00;08/05/2007 00.00;21/05/2007 00.00;22/05/2007 12.37
3052;*(3FPD) Property Management Div (ABOLISHED);3;0730022DLMP;3;1;02/04/2007 00.00;02/04/2007 00.00;10/04/2007 00.00;23/04/2007 00.00;03/05/2007 14.41
