NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
5792;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.19;14/07/2009;16/07/2009;Fort Worth, TX;31/08/2009 00.00;0809A
5793;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.19;14/07/2009;16/07/2009;Houston, TX;31/08/2009 00.00;0809A
5794;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.19;14/07/2009;16/07/2009;New Orleans Metro Area, LA;31/08/2009 00.00;0809A
5795;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Albuquerque [including Kirtland AFB], NM;31/08/2009 00.00;0809A
5796;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Fort Worth, TX;31/08/2009 00.00;0809A
5797;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Houston, TX;31/08/2009 00.00;0809A
5798;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;New Orleans Metro Area, LA;31/08/2009 00.00;0809A
5799;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;16/07/2009;Albuquerque [including Kirtland AFB], NM;31/08/2009 00.00;0809A
5800;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;16/07/2009;Fort Worth, TX;31/08/2009 00.00;0809A
5801;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;16/07/2009;Houston, TX;31/08/2009 00.00;0809A
5802;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;16/07/2009;New Orleans Metro Area, LA;31/08/2009 00.00;0809A
5803;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Albuquerque [including Kirtland AFB], NM;31/08/2009 00.00;0809A
5804;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Fort Worth, TX;31/08/2009 00.00;0809A
5805;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Houston, TX;31/08/2009 00.00;0809A
5806;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;New Orleans Metro Area, LA;31/08/2009 00.00;0809A
5807;(6PT) Portfolio Management Division;6;090609209MP;14;1;26/06/2009 00.00;26/06/2009 00.00;29/06/2009 00.00;06/07/2009 00.00;07/07/2009 10.50;28/08/2009;31/08/2009;Des Moines Metro Area, IA;31/08/2009 00.00;0301CL
5808;(6PT) Portfolio Management Division;6;090609209MP;14;1;26/06/2009 00.00;26/06/2009 00.00;29/06/2009 00.00;06/07/2009 00.00;07/07/2009 10.50;28/08/2009;31/08/2009;Kansas City Metro Area, MO;31/08/2009 00.00;0301CL
5809;(6PT) Portfolio Management Division;6;090609209MP;14;1;26/06/2009 00.00;26/06/2009 00.00;29/06/2009 00.00;06/07/2009 00.00;07/07/2009 10.50;28/08/2009;31/08/2009;St Louis Metro Area, MO;31/08/2009 00.00;0301CL
5810;(6PF) Facilities Management Division;6;090602909DE;94;1;26/06/2009 00.00;30/06/2009 00.00;02/07/2009 00.00;22/07/2009 00.00;23/07/2009 17.27;31/08/2009;31/08/2009;Southeastern Missouri, MO;31/08/2009 00.00;1101K
5811;(WPP) Procurement Management Division;N;WPP228MP09;13;1;18/06/2009 00.00;22/07/2009 00.00;23/07/2009 00.00;05/08/2009 00.00;25/08/2009 15.24;31/08/2009;04/09/2009;Washington DC Metro Area, DC;04/09/2009 00.00;1101GE
5812;(6PF) Facilities Management Division;6;090611009MP;4;1;11/08/2009 00.00;13/08/2009 00.00;14/08/2009 00.00;24/08/2009 00.00;25/08/2009 12.15;08/09/2009;08/09/2009;Kansas City, MO;08/09/2009 00.00;1101K
5813;(WP) Office of Asst. Regional Administrator- PBS;N;WP149DE09;290;3;09/03/2009 00.00;23/03/2009 00.00;26/03/2009 00.00;08/04/2009 00.00;28/04/2009 09.23;28/05/2009;30/07/2009;Washington DC Metro Area, DC;09/09/2009 00.00;0301AZ
5814;(WP) Office of Asst. Regional Administrator- PBS;N;WP149DE09;290;3;09/03/2009 00.00;23/03/2009 00.00;26/03/2009 00.00;08/04/2009 00.00;03/06/2009 07.11;28/05/2009;30/07/2009;Washington DC Metro Area, DC;09/09/2009 00.00;0301AZ
5815;(WP) Office of Asst. Regional Administrator- PBS;N;WP149DE09;290;3;09/03/2009 00.00;23/03/2009 00.00;26/03/2009 00.00;08/04/2009 00.00;28/04/2009 09.23;30/07/2009;30/07/2009;Washington DC Metro Area, DC;09/09/2009 00.00;0301AZ
5816;(WP) Office of Asst. Regional Administrator- PBS;N;WP149DE09;290;3;09/03/2009 00.00;23/03/2009 00.00;26/03/2009 00.00;08/04/2009 00.00;03/06/2009 07.11;30/07/2009;30/07/2009;Washington DC Metro Area, DC;09/09/2009 00.00;0301AZ
5817;(9PC) Property Development Division;9;992352;3;1;31/07/2009 00.00;03/08/2009 00.00;04/08/2009 00.00;17/08/2009 00.00;19/08/2009 11.01;09/09/2009;09/09/2009;Phoenix, AZ;09/09/2009 00.00;1101B
5818;(9PT) Portfolio Management Division;9;992330;1;1;03/08/2009 00.00;03/08/2009 00.00;10/08/2009 00.00;21/08/2009 00.00;26/08/2009 14.41;09/09/2009;10/09/2009;San Francisco County, CA;09/09/2009 00.00;1101H
5819;(WPN) Budget Division;N;WPN165MP09;7;1;20/04/2009 00.00;20/04/2009 00.00;27/04/2009 00.00;08/05/2009 00.00;01/07/2009 10.35;01/09/2009;09/09/2009;Washington DC Metro Area, DC;10/09/2009 00.00;0560A
5820;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.26;11/09/2009;11/09/2009;Kansas City Metro Area, MO;11/09/2009 00.00;0525B
5821;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 16.09;11/09/2009;11/09/2009;Kansas City Metro Area, MO;11/09/2009 00.00;0525B
5822;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;Las Vegas, NV;13/09/2009 00.00;1170A
5823;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;Los Angeles County, CA;13/09/2009 00.00;1170A
5824;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;Phoenix, AZ;13/09/2009 00.00;1170A
5825;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;San Diego County, CA;13/09/2009 00.00;1170A
5826;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;San Francisco;13/09/2009 00.00;1170A
5827;(9PE) Real Estate Division;9;0991541A;56;3;09/03/2009 00.00;29/05/2009 00.00;02/06/2009 00.00;29/06/2009 00.00;02/07/2009 20.15;28/07/2009;28/07/2009;Tucson, AZ;13/09/2009 00.00;1170A
5828;(7QSA) Greater Southwest Acquisition Center;7;0907111DMMP;27;1;19/06/2009 00.00;22/06/2009 00.00;23/06/2009 00.00;08/07/2009 00.00;16/07/2009 15.10;01/09/2009;01/09/2009;Fort Worth, TX;13/09/2009 00.00;1101V
5829;(QSDAC) Southwest Supply Center;7;0907116DMMP;58;1;14/07/2009 00.00;15/07/2009 00.00;16/07/2009 00.00;30/07/2009 00.00;31/07/2009 15.06;03/09/2009;04/09/2009;Fort Worth, TX;13/09/2009 00.00;0301IK
5830;(5P) Office of the Assist. Regional Administrator- PBS;5;0905103LBMP;4;1;19/06/2009 00.00;19/06/2009 00.00;20/07/2009 00.00;31/07/2009 00.00;03/08/2009 12.44;09/09/2009;09/09/2009;Chicago Metro Area, IL;13/09/2009 00.00;0343BM
5831;(7P) Office of the Assist. Regional Administrator- PBS;7;0907126CFMP;23;1;22/07/2009 00.00;23/07/2009 00.00;24/07/2009 00.00;07/08/2009 00.00;13/08/2009 20.45;10/09/2009;10/09/2009;Fort Worth, TX;13/09/2009 00.00;1101AA
5832;(WPB) Marketing Division;N;WPB206DE09;123;1;16/06/2009 00.00;24/06/2009 00.00;26/06/2009 00.00;10/07/2009 00.00;22/07/2009 14.28;03/08/2009;05/08/2009;Washington DC Metro Area, DC;14/09/2009 00.00;0301GU
5833;(WPC) Property Management Division;N;WPC034DE09;136;2;30/10/2008 00.00;14/01/2009 00.00;14/01/2009 00.00;29/01/2009 00.00;17/03/2009 16.00;18/05/2009;12/08/2009;Washington DC Metro Area, DC;14/09/2009 00.00;0800F/0801A/0810A/0830A
5834;(WPC) Property Management Division;N;WPC034DE09;136;2;30/10/2008 00.00;14/01/2009 00.00;14/01/2009 00.00;29/01/2009 00.00;17/03/2009 16.00;18/05/2009;12/08/2009;Washington DC Metro Area, DC;14/09/2009 00.00;0800F/0801A/0810A/0830A
5835;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;18/08/2009;Albuquerque [including Kirtland AFB], NM;14/09/2009 00.00;0809A
5836;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;18/08/2009;Fort Worth, TX;14/09/2009 00.00;0809A
5837;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;18/08/2009;Houston, TX;14/09/2009 00.00;0809A
5838;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.28;14/07/2009;18/08/2009;New Orleans Metro Area, LA;14/09/2009 00.00;0809A
5839;(10PZ1) Western Service Center;10;GSA9-DE-09-85;99;1;17/06/2009 00.00;17/06/2009 00.00;19/06/2009 00.00;02/07/2009 00.00;24/07/2009 18.21;03/09/2009;03/09/2009;Seattle, WA;15/09/2009 00.00;1101H
5840;(10PZ1) Western Service Center;10;GSA9-DE-09-85;99;1;17/06/2009 00.00;17/06/2009 00.00;19/06/2009 00.00;02/07/2009 00.00;24/07/2009 18.27;03/09/2009;03/09/2009;Seattle, WA;15/09/2009 00.00;1101H
5841;(5P) Office of the Assist. Regional Administrator- PBS;5;0905084LBDE;812;2;14/05/2009 00.00;14/05/2009 00.00;29/05/2009 00.00;11/06/2009 00.00;29/06/2009 15.49;08/09/2009;15/09/2009;Chicago Metro Area, IL;15/09/2009 00.00;0301IC
5842;(5P) Office of the Assist. Regional Administrator- PBS;5;0905084LBDE;812;2;14/05/2009 00.00;14/05/2009 00.00;29/05/2009 00.00;11/06/2009 00.00;29/06/2009 15.49;08/09/2009;15/09/2009;Chicago Metro Area, IL;15/09/2009 00.00;0301IC
5843;(WP) Office of Asst. Regional Administrator- PBS;N;WP196MP09;8;1;01/06/2009 00.00;21/07/2009 00.00;22/07/2009 00.00;04/08/2009 00.00;25/08/2009 11.01;09/09/2009;15/09/2009;Washington DC Metro Area, DC;15/09/2009 00.00;1170L
5844;(5P) Office of the Assist. Regional Administrator- PBS;5;0905084LBDE;812;2;14/05/2009 00.00;14/05/2009 00.00;29/05/2009 00.00;11/06/2009 00.00;29/06/2009 15.49;08/09/2009;16/09/2009;Chicago Metro Area, IL;16/09/2009 00.00;0301IC
5845;(5P) Office of the Assist. Regional Administrator- PBS;5;0905084LBDE;812;2;14/05/2009 00.00;14/05/2009 00.00;29/05/2009 00.00;11/06/2009 00.00;29/06/2009 15.49;08/09/2009;16/09/2009;Chicago Metro Area, IL;16/09/2009 00.00;0301IC
5846;(9PC) Property Development Division;9;992142;4;1;08/06/2009 00.00;07/07/2009 00.00;09/07/2009 00.00;22/07/2009 00.00;28/07/2009 14.14;16/09/2009;16/09/2009;San Francisco County, CA;16/09/2009 00.00;0343AO
5847;(6Q) Office of the Asst Reg Admin - FAS;6;090610309aMP;3;1;20/07/2009 00.00;03/08/2009 00.00;05/08/2009 00.00;18/08/2009 00.00;21/08/2009 10.20;16/09/2009;16/09/2009;Kansas City Metro Area, MO;16/09/2009 00.00;2001B
5848;(6Q) Office of the Asst Reg Admin - FAS;6;090610309aMP;3;1;20/07/2009 00.00;03/08/2009 00.00;05/08/2009 00.00;18/08/2009 00.00;03/09/2009 16.11;16/09/2009;16/09/2009;Kansas City Metro Area, MO;16/09/2009 00.00;2001B
5849;(BCE) Financial and Payroll Services Division;6;090612109MP;4;1;01/09/2009 00.00;01/09/2009 00.00;02/09/2009 00.00;09/09/2009 00.00;11/09/2009 10.39;18/09/2009;21/09/2009;Kansas City Metro Area, MO;21/09/2009 00.00;0510A
5850;(6QMD) Fleet Management Division;6;090612309MP;3;1;31/08/2009 00.00;10/09/2009 00.00;11/09/2009 00.00;17/09/2009 00.00;18/09/2009 11.40;22/09/2009;22/09/2009;Kansas City Metro Area, MO;22/09/2009 00.00;2150A
5851;(5PM2) Ohio Property Management Center;5;0905109LBMP;28;1;07/07/2009 00.00;07/07/2009 00.00;20/07/2009 00.00;24/07/2009 00.00;10/08/2009 10.06;23/09/2009;24/09/2009;Cleveland Metro Area, OH;24/09/2009 00.00;1176P
5852;(5PM2) Ohio Property Management Center;5;0905109LBMP;28;1;07/07/2009 00.00;07/07/2009 00.00;20/07/2009 00.00;24/07/2009 00.00;10/08/2009 10.06;23/09/2009;24/09/2009;Cleveland Metro Area, OH;24/09/2009 00.00;1176P
5853;(9PD) San Diego Service Center;9;992586;2;1;20/08/2009 00.00;27/08/2009 00.00;28/08/2009 00.00;11/09/2009 00.00;17/09/2009 18.26;25/09/2009;25/09/2009;Tucson, AZ;25/09/2009 00.00;343
5854;(7Q) Office of the Asst Regional Admin - FAS;7;0907121DRMP;95;5;29/06/2009 00.00;30/06/2009 00.00;30/06/2009 00.00;14/07/2009 00.00;24/07/2009 11.34;06/08/2009;05/08/2009;Fort Worth, TX;27/09/2009 00.00;1102A
5855;(7Q) Office of the Asst Regional Admin - FAS;7;0907121DRMP;95;5;29/06/2009 00.00;30/06/2009 00.00;30/06/2009 00.00;14/07/2009 00.00;24/07/2009 11.28;06/08/2009;06/08/2009;Fort Worth, TX;27/09/2009 00.00;1102A
5856;(7P) Office of the Assist. Regional Administrator- PBS;7;0907098CFMP;2;1;20/05/2009 00.00;21/05/2009 00.00;22/05/2009 00.00;12/06/2009 00.00;18/06/2009 16.34;07/08/2009;18/08/2009;Houston, TX;27/09/2009 00.00;0800C
5857;(QSDAC) Southwest Supply Center;7;0907089DMMP;4;1;24/06/2009 00.00;25/06/2009 00.00;26/06/2009 00.00;13/07/2009 00.00;14/07/2009 15.58;28/08/2009;01/09/2009;Fort Worth, TX;27/09/2009 00.00;0343A
5858;(QSDAC) Southwest Supply Center;7;0907089DMMP;4;1;24/06/2009 00.00;25/06/2009 00.00;26/06/2009 00.00;13/07/2009 00.00;08/09/2009 09.01;28/08/2009;01/09/2009;Fort Worth, TX;27/09/2009 00.00;0343A
5859;(BCF) Financial Services Division;7;0907114TMMP-1;12;2;16/07/2009 00.00;17/07/2009 00.00;20/07/2009 00.00;03/08/2009 00.00;06/08/2009 11.30;16/09/2009;16/09/2009;Fort Worth, TX;27/09/2009 00.00;0510A
5860;(BCF) Financial Services Division;7;0907114TMMP-1;12;2;16/07/2009 00.00;17/07/2009 00.00;20/07/2009 00.00;03/08/2009 00.00;06/08/2009 11.30;16/09/2009;16/09/2009;Fort Worth, TX;27/09/2009 00.00;0510A
5861;(7P) Office of the Assist. Regional Administrator- PBS;7;0907128CFMP;11;1;22/07/2009 00.00;23/07/2009 00.00;24/07/2009 00.00;07/08/2009 00.00;12/08/2009 19.31;21/09/2009;21/09/2009;New Orleans Metro Area, LA;27/09/2009 00.00;1176E
5862;(QSDAC) Southwest Supply Center;7;0907134DMMP;2;1;19/08/2009 00.00;20/08/2009 00.00;21/08/2009 00.00;04/09/2009 00.00;11/09/2009 14.18;21/09/2009;22/09/2009;Fort Worth, TX;27/09/2009 00.00;2130A
5863;(WPY) Service Delivery Support Division;N;WP5PM264MP09;5;1;02/06/2009 00.00;14/08/2009 00.00;19/08/2009 00.00;01/09/2009 00.00;15/09/2009 14.52;21/09/2009;27/09/2009;Washington DC Metro Area, DC;27/09/2009 00.00;1176H
5864;(7P) Office of the Assist. Regional Administrator- PBS;7;0907076CFMP;29;1;02/04/2009 00.00;03/04/2009 00.00;06/04/2009 00.00;20/04/2009 00.00;01/05/2009 20.35;01/06/2009;01/07/2009;El Paso [including Fort Bliss], TX;28/09/2009 00.00;1176E
5865;(7P) Office of the Assist. Regional Administrator- PBS;7;0907076CFMP;29;1;02/04/2009 00.00;03/04/2009 00.00;06/04/2009 00.00;20/04/2009 00.00;01/05/2009 20.38;01/06/2009;01/07/2009;El Paso [including Fort Bliss], TX;28/09/2009 00.00;1176E
5866;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Albuquerque [including Kirtland AFB], NM;28/09/2009 00.00;0809A
5867;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Fort Worth, TX;28/09/2009 00.00;0809A
5868;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;Houston, TX;28/09/2009 00.00;0809A
5869;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.25;14/07/2009;16/07/2009;New Orleans Metro Area, LA;28/09/2009 00.00;0809A
5870;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Albuquerque [including Kirtland AFB], NM;28/09/2009 00.00;0809A
5871;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Fort Worth, TX;28/09/2009 00.00;0809A
5872;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;Houston, TX;28/09/2009 00.00;0809A
5873;(7P) Office of the Assist. Regional Administrator- PBS;7;0907085DRMP;73;3;30/03/2009 00.00;31/03/2009 00.00;01/04/2009 00.00;14/04/2009 00.00;20/04/2009 10.29;14/07/2009;16/07/2009;New Orleans Metro Area, LA;28/09/2009 00.00;0809A
5874;(WPY) Service Delivery Support Division;N;WPY164DE09;36;2;22/05/2009 00.00;01/06/2009 00.00;03/06/2009 00.00;16/06/2009 00.00;29/07/2009 16.12;26/08/2009;27/08/2009;Washington DC Metro Area, DC;28/09/2009 00.00;0437A
5875;(WPY) Service Delivery Support Division;N;WPY164DE09;36;2;22/05/2009 00.00;01/06/2009 00.00;03/06/2009 00.00;16/06/2009 00.00;29/07/2009 16.12;26/08/2009;27/08/2009;Washington DC Metro Area, DC;28/09/2009 00.00;0437A
5876;(7QSA) Greater Southwest Acquisition Center;7;0907110DMMP;31;1;19/06/2009 00.00;22/06/2009 00.00;23/06/2009 00.00;08/07/2009 00.00;16/07/2009 14.18;01/09/2009;01/09/2009;Fort Worth, TX;28/09/2009 00.00;0343B
5877;(6PC) Project Management Division;6;090609808MP;23;1;01/07/2009 00.00;01/07/2009 00.00;14/07/2009 00.00;27/07/2009 00.00;29/07/2009 15.40;09/09/2009;14/09/2009;St Louis Metro Area, MO;01/10/2009 00.00;0809D
5878;(6PC) Project Management Division;6;090609808MP;23;1;01/07/2009 00.00;01/07/2009 00.00;14/07/2009 00.00;27/07/2009 00.00;30/07/2009 14.38;09/09/2009;14/09/2009;St Louis Metro Area, MO;01/10/2009 00.00;0809D
5879;(5QZA) Acquisition Operations Division;5;0905100COMP;22;1;08/07/2009 00.00;08/07/2009 00.00;10/07/2009 00.00;30/07/2009 00.00;13/08/2009 15.31;21/09/2009;22/09/2009;Warren, MI;01/10/2009 00.00;1102R
5880;(5QZA) Acquisition Operations Division;5;0905100COMP;22;1;08/07/2009 00.00;08/07/2009 00.00;10/07/2009 00.00;30/07/2009 00.00;13/08/2009 15.31;21/09/2009;22/09/2009;Warren, MI;01/10/2009 00.00;1102R
5881;(5P) Office of the Assist. Regional Administrator- PBS;5;0905120LBMP;4;1;08/09/2009 00.00;08/09/2009 00.00;15/09/2009 00.00;28/09/2009 00.00;29/09/2009 12.44;29/09/2009;01/10/2009;Chicago Metro Area, IL;01/10/2009 00.00;0560E
5882;(10PZ2) Southern Service Center;10;992040;18;1;29/06/2009 00.00;29/06/2009 00.00;30/06/2009 00.00;13/07/2009 00.00;31/07/2009 17.31;19/08/2009;09/09/2009;Portland, OR;02/10/2009 00.00;1101GB
5883;(10PZ2) Southern Service Center;10;992040;18;1;29/06/2009 00.00;29/06/2009 00.00;30/06/2009 00.00;13/07/2009 00.00;31/07/2009 17.31;09/09/2009;09/09/2009;Portland, OR;02/10/2009 00.00;1101GB
5884;(5Q) Office of the Asst Reg Admin, FAS;5;0905097CODE;129;1;24/06/2009 00.00;24/06/2009 00.00;26/06/2009 00.00;09/07/2009 00.00;15/07/2009 10.38;09/09/2009;10/09/2009;Chicago Metro Area, IL;02/10/2009 00.00;2001H
5885;(6Q) Office of the Asst Reg Admin - FAS;6;090610208MP;26;1;20/07/2009 00.00;20/07/2009 00.00;22/07/2009 00.00;04/08/2009 00.00;18/08/2009 15.52;01/10/2009;02/10/2009;Kansas City, MO;02/10/2009 00.00;2010B
5886;(WP) Office of Asst. Regional Administrator- PBS;N;WPN175DE09;26;1;11/03/2009 00.00;04/05/2009 00.00;05/05/2009 00.00;21/05/2009 00.00;24/06/2009 16.09;26/06/2009;26/06/2009;Washington DC Metro Area, DC;05/10/2009 00.00;1101M
5887;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.23;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5888;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.28;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5889;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.30;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5890;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 15.55;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5891;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 15.58;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5892;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 16.09;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5893;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;10/09/2009 16.10;11/09/2009;16/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5894;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.23;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
5895;(BCE) Financial and Payroll Services Division;6;090610809MP;44;4;04/08/2009 00.00;11/08/2009 00.00;12/08/2009 00.00;25/08/2009 00.00;26/08/2009 14.28;11/09/2009;21/09/2009;Kansas City Metro Area, MO;06/10/2009 00.00;0525B
